822	869	2
822	1200	2
822	1688	19
822	1745	2
822	2217	1
822	2219	2
822	2526	13
822	3283	3
822	3662	25
822	3676	3
822	4885	19
822	5153	28
822	5182	1
822	5688	15
822	6261	4
822	6444	2
822	6825	22
822	7701	2
822	7772	7
822	7999	2
822	8495	1
822	8893	65
822	9795	5
822	9858	1
822	9890	1
822	9911	3
822	9970	3
822	10073	1
822	10198	9
822	10745	4
822	10748	7
822	11780	6
822	11809	12
822	12520	5
822	12757	2
822	12867	13
822	13571	1
822	14548	7
822	14797	2
822	14971	1
822	15929	9
822	16286	1
822	17297	2
822	17657	39
822	19357	58
822	19665	2
822	19679	2
822	19949	1
822	20042	3
822	20102	7
822	20162	2
822	20945	1
822	21122	1
822	21560	1
822	21780	41
822	21885	1
822	22237	12
822	22252	2
822	22407	1
822	22558	3
822	22711	5
822	22825	2
822	22886	1
822	22908	7
822	23699	1
822	23744	16
822	24199	2
822	24451	2
822	24703	1
822	24752	1
822	25799	2
822	26330	2
822	26465	8
822	26485	120
822	26961	11
822	27887	17
822	28137	1
822	29121	1
822	29520	16
822	29704	1
822	29835	2
822	30042	5
822	30204	1
822	30477	13
822	30712	25
822	31086	4
822	31114	1
822	31279	9
822	31302	2
822	31388	27
822	31439	9
822	31714	45
822	31955	3
822	32012	5
822	32502	1
822	32522	1
822	32688	1
822	33181	1
822	33200	3
822	33223	2
822	33248	1
822	33271	3
822	33310	4
822	33357	2
822	33385	1
822	33419	2
822	33622	5
822	34090	1
822	34118	1
822	34141	1
822	34175	1
822	34186	1
822	34208	4
822	34270	5
822	34296	1
822	34322	4
822	34372	1
822	34543	1
822	34647	38
822	34894	1
822	34898	12
822	34992	1
822	34998	25
822	35067	18
822	35434	11
822	35713	28
822	36558	2
822	36565	47
822	36698	3
822	36948	27
822	37103	2
822	38329	7
822	38446	1
822	38724	4
822	40704	11
822	40722	1
822	40754	2
822	40976	4
822	42236	4
822	43056	24
822	43194	143
822	43939	1
822	44138	47
822	44143	6
822	44479	1
822	44571	10
822	44598	14
822	45039	5
822	45201	4
822	45625	4
822	46138	1
822	46606	2
822	46608	11
822	47249	15
822	48276	33
822	49095	5
822	49810	1
822	50157	1
822	50163	25
822	50245	6
822	50644	1
822	51999	20
822	52125	3
822	52182	20
822	52196	19
822	52294	6
822	52616	5
