80	361	2
80	679	3
80	713	4
80	994	4
80	1391	2
80	1628	2
80	1736	6
80	1777	6
80	1925	1
80	2110	13
80	2185	3
80	2370	9
80	2412	1
80	2428	2
80	2653	24
80	2705	3
80	2753	9
80	2791	1
80	2810	3
80	3017	3
80	3284	6
80	3305	73
80	3545	2
80	3580	2
80	3744	6
80	4064	4
80	4371	5
80	4393	2
80	4410	54
80	4556	46
80	4580	1
80	4608	9
80	5092	1
80	5110	4
80	5270	1
80	5308	4
80	5494	1
80	5638	12
80	5722	1
80	5780	1
80	5824	1
80	6487	1
80	6530	4
80	6556	25
80	6631	7
80	6771	1
80	6816	13
80	6969	5
80	6993	7
80	7013	6
80	7104	14
80	7165	3
80	7167	29
80	7331	7
80	7415	2
80	7510	2
80	7597	12
80	7632	3
80	7753	12
80	7821	1
80	7849	3
80	7858	4
80	7873	2
80	8012	1
80	8051	1
80	8152	2
80	8232	1
80	8233	4
80	8462	2
80	8531	2
80	8642	3
80	8723	2
361	611	3
361	713	1
361	1736	1
361	2074	3
361	2110	1
361	2185	2
361	2412	1
361	2428	1
361	2482	2
361	2653	15
361	2705	5
361	2753	2
361	2773	2
361	2791	1
361	2810	7
361	3028	1
361	3284	2
361	3305	66
361	3744	3
361	4064	11
361	4371	3
361	4410	20
361	4556	15
361	4608	5
361	4808	4
361	5092	5
361	5110	6
361	5432	10
361	5494	1
361	5638	2
361	5722	2
361	5724	1
361	5824	4
361	5927	4
361	6289	1
361	6487	2
361	6530	2
361	6556	17
361	6631	3
361	6771	2
361	6812	4
361	6816	6
361	6969	1
361	6993	14
361	7013	1
361	7104	18
361	7165	2
361	7167	17
361	7331	3
361	7415	4
361	7510	10
361	7597	14
361	7753	3
361	7928	4
361	8051	2
361	8152	7
361	8233	2
361	8531	4
361	8642	4
361	8723	1
611	713	2
611	994	3
611	1391	1
611	1628	14
611	1736	3
611	1777	2
611	1925	3
611	2185	11
611	2265	1
611	2370	1
611	2428	1
611	2482	3
611	2653	11
611	2705	2
611	2753	1
611	2810	3
611	2938	15
611	3017	3
611	3305	52
611	3515	1
611	3744	4
611	4371	8
611	4410	12
611	4556	15
611	4580	1
611	4812	2
611	5092	3
611	5110	2
611	5270	1
611	5432	1
611	5494	3
611	5722	1
611	5724	2
611	5780	2
611	5824	6
611	5927	1
611	6289	6
611	6487	5
611	6530	20
611	6543	3
611	6556	8
611	6631	4
611	6812	1
611	6816	6
611	6969	1
611	7006	1
611	7013	4
611	7104	11
611	7165	1
611	7167	12
611	7307	3
611	7331	1
611	7510	5
611	7597	6
611	7632	1
611	7753	1
611	7811	1
611	7821	5
611	7858	1
611	7873	3
611	8152	7
611	8232	2
611	8233	3
611	8462	1
611	8531	2
611	8642	2
611	8723	4
679	713	3
679	994	11
679	2110	105
679	2185	2
679	2370	1
679	2412	10
679	2482	1
679	2653	44
679	2753	3
679	2938	6
679	3305	66
679	3959	16
679	4064	5
679	4371	3
679	4393	15
679	4410	36
679	4556	45
679	4580	6
679	4608	91
679	5092	1
679	5110	1
679	5270	3
679	5308	1
679	5638	4
679	5767	1
679	6530	5
679	6556	42
679	6631	2
679	6812	2
679	6816	3
679	6969	7
679	6993	2
679	7013	4
679	7104	9
679	7167	49
679	7331	1
679	7415	3
679	7510	24
679	7597	3
679	7753	23
679	7811	2
679	7822	7
679	7928	6
679	8152	2
679	8232	3
679	8233	1
713	994	4
713	1391	1
713	1628	2
713	1777	2
713	1925	2
713	2110	4
713	2185	3
713	2265	1
713	2370	2
713	2482	6
713	2653	24
713	2705	8
713	2753	11
713	2773	2
713	2791	3
713	2810	18
713	2938	6
713	3028	1
713	3284	1
713	3305	87
713	3580	2
713	3959	1
713	4064	4
713	4371	5
713	4410	13
713	4556	31
713	4580	20
713	4608	3
713	4808	4
713	5110	1
713	5270	2
713	5432	10
713	5494	4
713	5722	2
713	5724	2
713	5767	4
713	5780	1
713	5824	10
713	5927	2
713	6487	2
713	6530	12
713	6556	18
713	6631	2
713	6812	9
713	6816	10
713	6969	3
713	6993	4
713	7013	3
713	7104	15
713	7167	28
713	7331	1
713	7415	5
713	7510	9
713	7597	1
713	7632	1
713	7753	11
713	7811	5
713	7821	5
713	7822	6
713	7873	3
713	8012	4
713	8040	2
713	8051	3
713	8152	4
713	8232	3
713	8233	2
713	8462	5
713	8531	2
713	8723	7
994	1628	1
994	1736	14
994	1777	5
994	2074	1
994	2110	13
994	2185	4
994	2370	12
994	2412	1
994	2428	1
994	2482	1
994	2653	38
994	2705	8
994	2753	11
994	2773	2
994	2810	7
994	3017	6
994	3284	1
994	3305	99
994	3515	1
994	3545	21
994	3580	2
994	3959	1
994	4064	12
994	4371	7
994	4393	3
994	4410	81
994	4556	75
994	4580	1
994	4608	9
994	4808	1
994	4812	2
994	5092	3
994	5110	7
994	5270	4
994	5308	2
994	5432	2
994	5494	7
994	5638	29
994	5722	5
994	5724	1
994	5767	3
994	5780	6
994	5824	21
994	6530	10
994	6543	11
994	6556	24
994	6631	8
994	6785	1
994	6812	2
994	6816	14
994	6969	8
994	6993	8
994	7013	11
994	7104	46
994	7165	5
994	7167	76
994	7307	3
994	7331	8
994	7415	1
994	7510	3
994	7597	24
994	7632	6
994	7753	12
994	7811	4
994	7821	2
994	7822	3
994	7858	16
994	7873	2
994	8012	1
994	8040	1
994	8152	5
994	8232	4
994	8233	3
994	8462	1
994	8531	5
994	8642	1
994	8723	4
1391	1736	13
1391	1777	1
1391	1925	8
1391	2074	1
1391	2185	2
1391	2265	3
1391	2428	2
1391	2482	3
1391	2653	16
1391	2705	7
1391	2753	16
1391	2773	4
1391	2791	3
1391	2810	9
1391	2938	4
1391	3017	2
